type,ndcnum,Strength_Per_Unit,MME_Conversion_Factor
Morphine,68462020305,30,1
Morphine,68462034921,20,1
Morphine,68462034924,20,1
Morphine,68462034937,20,1
Morphine,70408035831,2,1
Morphine,70408035835,2,1
Morphine,70408035931,4,1
Morphine,70408035935,4,1
Morphine,00527190635,20,1
Morphine,00527190636,20,1
Morphine,00527190662,20,1
Morphine,00527190663,20,1
Oxycodone,23635011501,7.5,1.5
Oxycodone,55700021930,7.5,1.5
Oxycodone,24510011010,10,1.5
Oxycodone,24510011510,15,1.5
Oxycodone,24510012010,20,1.5
Oxycodone,24510013010,30,1.5
Oxycodone,24510014010,40,1.5
Oxycodone,00093002401,10,1.5
Oxycodone,00093003101,20,1.5
Oxycodone,00093003201,40,1.5
Oxycodone,00093003301,80,1.5
Oxycodone,00093573101,10,1.5
Oxycodone,00093573201,20,1.5
Oxycodone,00093573301,40,1.5
Oxycodone,00093573401,80,1.5
Oxycodone,00115155601,10,1.5
Oxycodone,00115155701,15,1.5
Oxycodone,00115155801,20,1.5
Oxycodone,00115155901,30,1.5
Oxycodone,00115156001,40,1.5
Oxycodone,00115156101,60,1.5
Oxycodone,00115156201,80,1.5
Oxycodone,00115164401,80,1.5
Oxycodone,00172635460,10,1.5
Oxycodone,00172635560,20,1.5
Oxycodone,00172635660,40,1.5
Oxycodone,00172635760,80,1.5
Oxycodone,00406059301,10,1.5
Oxycodone,00406059401,20,1.5
Oxycodone,00406059501,40,1.5
Oxycodone,00406059601,80,1.5
Oxycodone,00591269301,40,1.5
Oxycodone,00591270801,80,1.5
Oxycodone,00591350101,10,1.5
Oxycodone,00591350201,20,1.5
Oxycodone,00591350301,40,1.5
Oxycodone,00591350401,80,1.5
Oxycodone,00781570301,10,1.5
Oxycodone,00781572601,20,1.5
Oxycodone,00781576701,40,1.5
Oxycodone,00781578501,80,1.5
Oxycodone,10544029020,10,1.5
Oxycodone,10544029030,10,1.5
Oxycodone,10544041128,10,1.5
Oxycodone,10544041130,10,1.5
Oxycodone,10544041160,10,1.5
Oxycodone,10544041184,10,1.5
Oxycodone,10544059120,10,1.5
Oxycodone,16590061030,20,1.5
Oxycodone,16590061060,20,1.5
Oxycodone,16590061082,20,1.5
Oxycodone,16590061090,20,1.5
Oxycodone,16590061130,40,1.5
Oxycodone,16590061140,40,1.5
Oxycodone,16590061156,40,1.5
Oxycodone,16590061160,40,1.5
Oxycodone,16590061190,40,1.5
Oxycodone,16590061530,40,1.5
Oxycodone,16590061556,40,1.5
Oxycodone,16590061560,40,1.5
Oxycodone,16590061562,40,1.5
Oxycodone,16590061572,40,1.5
Oxycodone,16590061590,40,1.5
Oxycodone,16590061630,20,1.5
Oxycodone,16590061656,20,1.5
Oxycodone,16590061660,20,1.5
Oxycodone,16590061662,20,1.5
Oxycodone,16590061672,20,1.5
Oxycodone,16590061673,20,1.5
Oxycodone,16590061690,20,1.5
Oxycodone,16590061730,80,1.5
Oxycodone,16590061760,80,1.5
Oxycodone,16590061772,80,1.5
Oxycodone,16590061786,80,1.5
Oxycodone,16590061790,80,1.5
Oxycodone,16590065330,30,1.5
Oxycodone,16590065360,30,1.5
Oxycodone,16590065372,30,1.5
Oxycodone,16590065390,30,1.5
Oxycodone,16590067710,10,1.5
Oxycodone,16590067715,10,1.5
Oxycodone,16590067720,10,1.5
Oxycodone,16590067730,10,1.5
Oxycodone,16590067760,10,1.5
Oxycodone,16590067762,10,1.5
Oxycodone,16590067772,10,1.5
Oxycodone,16590067790,10,1.5
Oxycodone,16590069060,15,1.5
Oxycodone,16590071730,60,1.5
Oxycodone,16590071760,60,1.5
Oxycodone,16590071790,60,1.5
Oxycodone,16590079856,10,1.5
Oxycodone,16590079860,10,1.5
Oxycodone,21695094160,80,1.5
Oxycodone,21695095160,60,1.5
Oxycodone,23490779901,10,1.5
Oxycodone,23490779903,10,1.5
Oxycodone,23490779904,10,1.5
Oxycodone,23490779909,10,1.5
Oxycodone,23490780001,20,1.5
Oxycodone,23490780004,20,1.5
Oxycodone,23490780006,20,1.5
Oxycodone,23490780009,20,1.5
Oxycodone,23490780101,40,1.5
Oxycodone,23490780106,40,1.5
Oxycodone,23490929003,40,1.5
Oxycodone,23490929006,40,1.5
Oxycodone,23490929009,40,1.5
Oxycodone,23490929103,80,1.5
Oxycodone,23490929106,80,1.5
Oxycodone,23490929109,80,1.5
Oxycodone,33358027730,10,1.5
Oxycodone,33358027760,10,1.5
Oxycodone,33358027820,20,1.5
Oxycodone,33358027830,20,1.5
Oxycodone,33358027860,20,1.5
Oxycodone,35356009005,10,1.5
Oxycodone,35356009010,10,1.5
Oxycodone,35356009014,10,1.5
Oxycodone,35356009030,10,1.5
Oxycodone,35356009130,20,1.5
Oxycodone,35356009160,20,1.5
Oxycodone,35356009190,20,1.5
Oxycodone,35356021360,40,1.5
Oxycodone,35356021390,40,1.5
Oxycodone,35356039930,40,1.5
Oxycodone,35356040090,80,1.5
Oxycodone,35356044430,60,1.5
Oxycodone,35356046460,20,1.5
Oxycodone,35356046490,20,1.5
Oxycodone,35356046530,40,1.5
Oxycodone,35356046590,40,1.5
Oxycodone,35356046630,80,1.5
Oxycodone,35356046660,80,1.5
Oxycodone,35356046690,80,1.5
Oxycodone,35356057530,10,1.5
Oxycodone,35356057560,10,1.5
Oxycodone,35356057590,10,1.5
Oxycodone,35356078510,10,1.5
Oxycodone,35356078514,10,1.5
Oxycodone,35356078530,10,1.5
Oxycodone,35356078590,10,1.5
Oxycodone,35356078630,20,1.5
Oxycodone,35356078660,20,1.5
Oxycodone,35356078690,20,1.5
Oxycodone,35356078730,60,1.5
Oxycodone,35356078830,40,1.5
Oxycodone,35356078860,40,1.5
Oxycodone,35356078890,40,1.5
Oxycodone,35356078930,80,1.5
Oxycodone,35356078990,80,1.5
Oxycodone,42254015960,20,1.5
Oxycodone,42549061128,10,1.5
Oxycodone,42549061130,10,1.5
Oxycodone,42549061160,10,1.5
Oxycodone,42549061184,10,1.5
Oxycodone,42549064530,20,1.5
Oxycodone,42549064930,10,1.5
Oxycodone,42549065430,20,1.5
Oxycodone,43063024430,80,1.5
Oxycodone,43063024530,40,1.5
Oxycodone,43063024630,20,1.5
Oxycodone,43063035402,10,1.5
Oxycodone,43063035410,10,1.5
Oxycodone,49884013601,10,1.5
Oxycodone,49884013701,20,1.5
Oxycodone,49884013801,40,1.5
Oxycodone,49884019701,80,1.5
Oxycodone,49999085630,40,1.5
Oxycodone,49999085660,40,1.5
Oxycodone,49999085690,40,1.5
Oxycodone,49999085701,80,1.5
Oxycodone,49999085718,80,1.5
Oxycodone,49999085730,80,1.5
Oxycodone,49999085790,80,1.5
Oxycodone,52152040802,10,1.5
Oxycodone,52152040902,20,1.5
Oxycodone,52152041002,40,1.5
Oxycodone,52152041102,80,1.5
Oxycodone,52959014860,20,1.5
Oxycodone,52959026802,20,1.5
Oxycodone,52959026830,20,1.5
Oxycodone,52959026860,20,1.5
Oxycodone,52959026890,20,1.5
Oxycodone,52959039660,40,1.5
Oxycodone,54868034600,10,1.5
Oxycodone,54868034601,10,1.5
Oxycodone,54868034602,10,1.5
Oxycodone,54868034603,10,1.5
Oxycodone,54868034604,10,1.5
Oxycodone,54868039500,20,1.5
Oxycodone,54868039501,20,1.5
Oxycodone,54868039502,20,1.5
Oxycodone,54868039503,20,1.5
Oxycodone,54868039504,20,1.5
Oxycodone,54868039505,20,1.5
Oxycodone,54868044100,40,1.5
Oxycodone,54868044101,40,1.5
Oxycodone,54868044102,40,1.5
Oxycodone,54868044103,40,1.5
Oxycodone,54868044104,40,1.5
Oxycodone,54868044105,40,1.5
Oxycodone,54868381300,10,1.5
Oxycodone,54868381301,10,1.5
Oxycodone,54868381302,10,1.5
Oxycodone,54868381303,10,1.5
Oxycodone,54868381304,10,1.5
Oxycodone,54868381305,10,1.5
Oxycodone,54868381400,20,1.5
Oxycodone,54868381401,20,1.5
Oxycodone,54868381402,20,1.5
Oxycodone,54868381403,20,1.5
Oxycodone,54868381404,20,1.5
Oxycodone,54868381405,20,1.5
Oxycodone,54868381406,20,1.5
Oxycodone,54868381500,40,1.5
Oxycodone,54868381501,40,1.5
Oxycodone,54868381502,40,1.5
Oxycodone,54868381503,40,1.5
Oxycodone,54868381504,40,1.5
Oxycodone,54868381505,40,1.5
Oxycodone,54868398600,80,1.5
Oxycodone,54868398601,80,1.5
Oxycodone,54868398602,80,1.5
Oxycodone,54868398603,80,1.5
Oxycodone,54868398604,80,1.5
Oxycodone,54868398605,80,1.5
Oxycodone,54868509700,80,1.5
Oxycodone,54868509701,80,1.5
Oxycodone,54868509702,80,1.5
Oxycodone,54868509703,80,1.5
Oxycodone,54868509704,80,1.5
Oxycodone,54868509705,80,1.5
Oxycodone,54868596600,30,1.5
Oxycodone,54868596601,30,1.5
Oxycodone,54868596602,30,1.5
Oxycodone,54868597000,60,1.5
Oxycodone,54868597001,60,1.5
Oxycodone,55700033430,10,1.5
Oxycodone,55700042730,40,1.5
Oxycodone,55700043130,20,1.5
Oxycodone,55887006930,20,1.5
Oxycodone,55887013060,80,1.5
Oxycodone,55887013082,80,1.5
Oxycodone,55887013086,80,1.5
Oxycodone,55887013090,80,1.5
Oxycodone,55887013160,40,1.5
Oxycodone,55887013182,40,1.5
Oxycodone,55887013190,40,1.5
Oxycodone,55887013192,40,1.5
Oxycodone,57866017201,40,1.5
Oxycodone,57866318401,10,1.5
Oxycodone,57866318402,10,1.5
Oxycodone,57866318403,10,1.5
Oxycodone,57866415401,80,1.5
Oxycodone,57866416801,40,1.5
Oxycodone,57866416802,40,1.5
Oxycodone,57866416803,40,1.5
Oxycodone,57866993501,20,1.5
Oxycodone,57866993601,10,1.5
Oxycodone,58177067704,10,1.5
Oxycodone,58177067904,20,1.5
Oxycodone,58177068104,40,1.5
Oxycodone,58177068304,80,1.5
Oxycodone,59011010010,10,1.5
Oxycodone,59011010020,10,1.5
Oxycodone,59011010025,10,1.5
Oxycodone,59011010310,20,1.5
Oxycodone,59011010320,20,1.5
Oxycodone,59011010325,20,1.5
Oxycodone,59011010510,40,1.5
Oxycodone,59011010520,40,1.5
Oxycodone,59011010525,40,1.5
Oxycodone,59011010710,80,1.5
Oxycodone,59011010720,80,1.5
Oxycodone,59011010725,80,1.5
Oxycodone,59011010910,160,1.5
Oxycodone,59011010925,160,1.5
Oxycodone,59011041010,10,1.5
Oxycodone,59011041020,10,1.5
Oxycodone,59011041510,15,1.5
Oxycodone,59011041520,15,1.5
Oxycodone,59011042010,20,1.5
Oxycodone,59011042020,20,1.5
Oxycodone,59011043010,30,1.5
Oxycodone,59011043020,30,1.5
Oxycodone,59011044010,40,1.5
Oxycodone,59011044020,40,1.5
Oxycodone,59011046010,60,1.5
Oxycodone,59011046020,60,1.5
Oxycodone,59011048010,80,1.5
Oxycodone,59011048020,80,1.5
Oxycodone,59011081510,15,1.5
Oxycodone,59011083010,30,1.5
Oxycodone,59011086010,60,1.5
Oxycodone,60505353701,10,1.5
Oxycodone,60505353801,20,1.5
Oxycodone,60505353901,40,1.5
Oxycodone,60505354001,80,1.5
Oxycodone,60760004960,20,1.5
Oxycodone,60760004990,20,1.5
Oxycodone,60951070270,10,1.5
Oxycodone,60951070370,20,1.5
Oxycodone,60951070570,40,1.5
Oxycodone,60951071070,80,1.5
Oxycodone,63304040001,10,1.5
Oxycodone,63304040101,20,1.5
Oxycodone,63304068301,40,1.5
Oxycodone,63304068401,80,1.5
Oxycodone,63629377201,20,1.5
Oxycodone,63629377202,20,1.5
Oxycodone,63629377203,20,1.5
Oxycodone,63629377204,20,1.5
Oxycodone,63629377205,20,1.5
Oxycodone,63629377401,40,1.5
Oxycodone,63629377402,40,1.5
Oxycodone,63629377403,40,1.5
Oxycodone,63629377404,40,1.5
Oxycodone,63629377501,10,1.5
Oxycodone,63629377502,10,1.5
Oxycodone,63629377503,10,1.5
Oxycodone,63629377504,10,1.5
Oxycodone,63629377505,10,1.5
Oxycodone,63629459901,60,1.5
Oxycodone,63629460001,80,1.5
Oxycodone,68071044790,20,1.5
Oxycodone,68071073830,10,1.5
Oxycodone,68774016101,10,1.5
Oxycodone,68774016201,20,1.5
Oxycodone,68774016301,40,1.5
Oxycodone,68774016401,80,1.5
Oxycodone,31722019401,10,1.5
Oxycodone,31722019405,10,1.5
Oxycodone,50436298301,10,1.5
Oxycodone,50436298302,10,1.5
Oxycodone,55700049601,10,1.5
Oxycodone,55700049614,10,1.5
Oxycodone,55700049621,10,1.5
Oxycodone,55700049630,10,1.5
Oxycodone,55700049660,10,1.5
Oxycodone,55700049690,10,1.5
Oxycodone,63187072190,10,1.5
Oxycodone,63187082360,10,1.5
Oxycodone,63739073910,10,1.5
Oxycodone,31722019101,2.5,1.5
Oxycodone,31722019201,5,1.5
Oxycodone,31722019205,5,1.5
Oxycodone,43063065302,5,1.5
Oxycodone,43063065304,5,1.5
Oxycodone,43063065306,5,1.5
Oxycodone,55700049801,5,1.5
Oxycodone,55700049814,5,1.5
Oxycodone,55700049815,5,1.5
Oxycodone,55700049820,5,1.5
Oxycodone,55700049821,5,1.5
Oxycodone,55700049830,5,1.5
Oxycodone,55700049840,5,1.5
Oxycodone,55700049860,5,1.5
Oxycodone,55700049890,5,1.5
Oxycodone,63187071912,5,1.5
Oxycodone,63187082430,5,1.5
Oxycodone,63187082460,5,1.5
Oxycodone,63187082490,5,1.5
Oxycodone,68094001359,5,1.5
Oxycodone,68094001361,5,1.5
Oxycodone,31722019301,7.5,1.5
Oxycodone,31722019305,7.5,1.5
Oxycodone,50436298201,7.5,1.5
Oxycodone,50436298202,7.5,1.5
Oxycodone,55700049701,7.5,1.5
Oxycodone,55700049730,7.5,1.5
Oxycodone,55700049760,7.5,1.5
Oxycodone,55700049790,7.5,1.5
Oxycodone,63739063610,7.5,1.5
Oxycodone,00045052660,5,1.5
Oxycodone,00045052679,5,1.5
Oxycodone,00054055125,5,1.5
Oxycodone,00054055129,5,1.5
Oxycodone,00054279525,5,1.5
Oxycodone,00054368663,1,1.5
Oxycodone,00054465025,5,1.5
Oxycodone,00054465029,5,1.5
Oxycodone,00054478425,5,1.5
Oxycodone,00054864804,1,1.5
Oxycodone,00054864816,1,1.5
Oxycodone,00054865024,5,1.5
Oxycodone,00054878424,5,1.5
Oxycodone,00144062901,5,1.5
Oxycodone,00144062905,5,1.5
Oxycodone,00144063001,5,1.5
Oxycodone,00182146501,5,1.5
Oxycodone,00182146505,5,1.5
Oxycodone,00182917501,5,1.5
Oxycodone,00228298111,5,1.5
Oxycodone,00228298150,5,1.5
Oxycodone,00228298211,7.5,1.5
Oxycodone,00228298311,10,1.5
Oxycodone,00254483228,5,1.5
Oxycodone,00254483928,5,1.5
Oxycodone,00254483935,5,1.5
Oxycodone,00349865901,5,1.5
Oxycodone,00349885901,5,1.5
Oxycodone,00349885905,5,1.5
Oxycodone,00364060501,5,1.5
Oxycodone,00364060505,5,1.5
Oxycodone,00364239501,5,1.5
Oxycodone,00378710301,2.5,1.5
Oxycodone,00378710401,5,1.5
Oxycodone,00378710501,7.5,1.5
Oxycodone,00378710601,10,1.5
Oxycodone,00378710701,7.5,1.5
Oxycodone,00378710801,10,1.5
Oxycodone,00405013901,5,1.5
Oxycodone,00405013902,5,1.5
Oxycodone,00405014001,5,1.5
Oxycodone,00406051201,5,1.5
Oxycodone,00406051205,5,1.5
Oxycodone,00406051223,5,1.5
Oxycodone,00406051232,5,1.5
Oxycodone,00406051262,5,1.5
Oxycodone,00406051291,5,1.5
Oxycodone,00406052201,7.5,1.5
Oxycodone,00406052205,7.5,1.5
Oxycodone,00406052223,7.5,1.5
Oxycodone,00406052262,7.5,1.5
Oxycodone,00406052301,10,1.5
Oxycodone,00406052305,10,1.5
Oxycodone,00406052323,10,1.5
Oxycodone,00406052362,10,1.5
Oxycodone,00406053201,5,1.5
Oxycodone,00406053205,5,1.5
Oxycodone,00406056201,10,1.5
Oxycodone,00406058201,7.5,1.5
Oxycodone,00406855350,1,1.5
Oxycodone,00536321701,5,1.5
Oxycodone,00536321705,5,1.5
Oxycodone,00536321901,5,1.5
Oxycodone,00536567001,5,1.5
Oxycodone,00536567005,5,1.5
Oxycodone,00555027802,5,1.5
Oxycodone,00555027804,5,1.5
Oxycodone,00555065102,5,1.5
Oxycodone,00555065802,5,1.5
Oxycodone,00590012765,5,1.5
Oxycodone,00590012770,5,1.5
Oxycodone,00590012775,5,1.5
Oxycodone,00590012785,5,1.5
Oxycodone,00591073701,5,1.5
Oxycodone,00591073705,5,1.5
Oxycodone,00591074901,5,1.5
Oxycodone,00591074905,5,1.5
Oxycodone,00591082401,7.5,1.5
Oxycodone,00591082501,10,1.5
Oxycodone,00591093201,10,1.5
Oxycodone,00591093301,7.5,1.5
Oxycodone,00603497821,2.5,1.5
Oxycodone,00603497921,7.5,1.5
Oxycodone,00603497928,7.5,1.5
Oxycodone,00603498221,10,1.5
Oxycodone,00603498228,10,1.5
Oxycodone,00603499721,5,1.5
Oxycodone,00603499821,5,1.5
Oxycodone,00603499828,5,1.5
Oxycodone,00879051201,5,1.5
Oxycodone,00879051205,5,1.5
Oxycodone,00879053201,5,1.5
Oxycodone,00879053205,5,1.5
Oxycodone,00904046540,5,1.5
Oxycodone,00904046560,5,1.5
Oxycodone,00904197360,5,1.5
Oxycodone,00904643761,5,1.5
Oxycodone,00904643861,7.5,1.5
Oxycodone,00904643961,10,1.5
Oxycodone,10544028706,5,1.5
Oxycodone,10544028710,5,1.5
Oxycodone,10544028715,5,1.5
Oxycodone,10544028720,5,1.5
Oxycodone,10544028730,5,1.5
Oxycodone,10544028750,5,1.5
Oxycodone,10544038203,5,1.5
Oxycodone,10544038228,5,1.5
Oxycodone,10544038230,5,1.5
Oxycodone,10544038260,5,1.5
Oxycodone,10544038284,5,1.5
Oxycodone,10544038308,7.5,1.5
Oxycodone,10544038328,7.5,1.5
Oxycodone,10544038330,7.5,1.5
Oxycodone,10544038360,7.5,1.5
Oxycodone,10544038384,7.5,1.5
Oxycodone,10544038402,10,1.5
Oxycodone,10544038428,10,1.5
Oxycodone,10544038430,10,1.5
Oxycodone,10544038484,10,1.5
Oxycodone,10544038508,10,1.5
Oxycodone,10544038530,10,1.5
Oxycodone,10544038560,10,1.5
Oxycodone,10544039560,7.5,1.5
Oxycodone,10544041560,7.5,1.5
Oxycodone,10544041830,5,1.5
Oxycodone,10544041860,5,1.5
Oxycodone,10544062110,5,1.5
Oxycodone,10544062130,5,1.5
Oxycodone,10544062150,5,1.5
Oxycodone,13107004401,5,1.5
Oxycodone,13107004405,5,1.5
Oxycodone,13107004501,7.5,1.5
Oxycodone,13107004505,7.5,1.5
Oxycodone,13107004601,10,1.5
Oxycodone,13107004605,10,1.5
Oxycodone,16590061210,10,1.5
Oxycodone,16590061220,10,1.5
Oxycodone,16590061230,10,1.5
Oxycodone,16590061240,10,1.5
Oxycodone,16590061245,10,1.5
Oxycodone,16590061250,10,1.5
Oxycodone,16590061256,10,1.5
Oxycodone,16590061260,10,1.5
Oxycodone,16590061262,10,1.5
Oxycodone,16590061271,10,1.5
Oxycodone,16590061272,10,1.5
Oxycodone,16590061273,10,1.5
Oxycodone,16590061275,10,1.5
Oxycodone,16590061282,10,1.5
Oxycodone,16590061283,10,1.5
Oxycodone,16590061290,10,1.5
Oxycodone,16590061330,10,1.5
Oxycodone,16590061360,10,1.5
Oxycodone,16590061372,10,1.5
Oxycodone,16590061375,10,1.5
Oxycodone,16590061390,10,1.5
Oxycodone,16590061410,5,1.5
Oxycodone,16590061415,5,1.5
Oxycodone,16590061430,5,1.5
Oxycodone,16590061445,5,1.5
Oxycodone,16590061450,5,1.5
Oxycodone,16590061460,5,1.5
Oxycodone,16590061462,5,1.5
Oxycodone,16590061471,5,1.5
Oxycodone,16590061472,5,1.5
Oxycodone,16590061475,5,1.5
Oxycodone,16590061482,5,1.5
Oxycodone,16590061490,5,1.5
Oxycodone,16590061830,10,1.5
Oxycodone,16590061856,10,1.5
Oxycodone,16590061860,10,1.5
Oxycodone,16590061862,10,1.5
Oxycodone,16590061872,10,1.5
Oxycodone,16590061873,10,1.5
Oxycodone,16590061882,10,1.5
Oxycodone,16590061883,10,1.5
Oxycodone,16590061890,10,1.5
Oxycodone,16590061930,5,1.5
Oxycodone,16590061960,5,1.5
Oxycodone,16590061962,5,1.5
Oxycodone,16590061972,5,1.5
Oxycodone,16590061990,5,1.5
Oxycodone,16590062030,10,1.5
Oxycodone,16590062056,10,1.5
Oxycodone,16590062060,10,1.5
Oxycodone,16590062062,10,1.5
Oxycodone,16590062072,10,1.5
Oxycodone,16590062073,10,1.5
Oxycodone,16590062083,10,1.5
Oxycodone,16590062090,10,1.5
Oxycodone,16590065530,7.5,1.5
Oxycodone,16590065540,7.5,1.5
Oxycodone,16590065545,7.5,1.5
Oxycodone,16590065560,7.5,1.5
Oxycodone,16590065562,7.5,1.5
Oxycodone,16590065571,7.5,1.5
Oxycodone,16590065572,7.5,1.5
Oxycodone,16590065575,7.5,1.5
Oxycodone,16590065590,7.5,1.5
Oxycodone,16590067890,7.5,1.5
Oxycodone,16590072330,5,1.5
Oxycodone,16590072340,5,1.5
Oxycodone,16590072360,5,1.5
Oxycodone,16590072372,5,1.5
Oxycodone,16590072390,5,1.5
Oxycodone,16590076272,7.5,1.5
Oxycodone,16590076290,7.5,1.5
Oxycodone,16590076360,5,1.5
Oxycodone,16590078060,7.5,1.5
Oxycodone,16590078072,7.5,1.5
Oxycodone,16590081430,10,1.5
Oxycodone,16590081460,10,1.5
Oxycodone,16590090972,10,1.5
Oxycodone,16590092530,10,1.5
Oxycodone,16590092560,10,1.5
Oxycodone,16590092572,10,1.5
Oxycodone,16590092583,10,1.5
Oxycodone,16590092590,10,1.5
Oxycodone,16590094630,5,1.5
Oxycodone,16590094660,5,1.5
Oxycodone,16590094672,5,1.5
Oxycodone,16590094690,5,1.5
Oxycodone,17236091001,5,1.5
Oxycodone,17236091005,5,1.5
Oxycodone,21695023330,7.5,1.5
Oxycodone,21695023360,7.5,1.5
Oxycodone,21695023390,7.5,1.5
Oxycodone,21695061630,5,1.5
Oxycodone,21695061660,5,1.5
Oxycodone,21695061690,5,1.5
Oxycodone,21695061930,10,1.5
Oxycodone,21695061940,10,1.5
Oxycodone,21695061960,10,1.5
Oxycodone,21695061972,10,1.5
Oxycodone,21695061990,10,1.5
Oxycodone,21695092440,10,1.5
Oxycodone,23490605300,5,1.5
Oxycodone,23490605301,5,1.5
Oxycodone,23490605302,5,1.5
Oxycodone,23490605303,5,1.5
Oxycodone,23490605304,5,1.5
Oxycodone,23490605305,5,1.5
Oxycodone,23490605306,5,1.5
Oxycodone,23490605307,5,1.5
Oxycodone,23490605308,5,1.5
Oxycodone,23490605309,5,1.5
Oxycodone,23490759201,10,1.5
Oxycodone,23490759202,10,1.5
Oxycodone,23490759203,10,1.5
Oxycodone,23490759204,10,1.5
Oxycodone,23490759207,10,1.5
Oxycodone,23490759209,10,1.5
Oxycodone,23490781203,10,1.5
Oxycodone,23490781206,10,1.5
Oxycodone,23490781207,10,1.5
Oxycodone,23490781209,10,1.5
Oxycodone,23490782603,7.5,1.5
Oxycodone,23490782606,7.5,1.5
Oxycodone,23490782607,7.5,1.5
Oxycodone,23490782609,7.5,1.5
Oxycodone,23490782703,7.5,1.5
Oxycodone,23490782706,7.5,1.5
Oxycodone,23490782709,7.5,1.5
Oxycodone,23490783503,7.5,1.5
Oxycodone,23490783507,7.5,1.5
Oxycodone,23490783509,7.5,1.5
Oxycodone,23490790903,7.5,1.5
Oxycodone,23490791003,5,1.5
Oxycodone,23490791009,5,1.5
Oxycodone,23635099101,2.5,1.5
Oxycodone,23635099201,5,1.5
Oxycodone,23635099301,7.5,1.5
